scientific_name,name
Cinnyris sovimanga,アルダブラタイヨウチョウ
Cinnyris stuhlmanni,ザイールゴシキタイヨウチョウ
Cinnyris superbus,ワキアカタイヨウチョウ
Cinnyris talatala,シロハラタイヨウチョウ
Cinnyris tsavoensis,ツアボタイヨウチョウ
Cinnyris ursulae,ニシネズミタイヨウチョウ
Cinnyris usambaricus,ウサンバラゴシキタイヨウチョウ
Cinnyris venustus,カワリタイヨウチョウ
Circaetus beaudouini,ボードワンチュウヒワシ
Circaetus cinerascens,オビチュウヒワシ
Circaetus cinereus,チャイロチュウヒワシ
Circaetus fasciolatus,ミナミオビチュウヒワシ
Circaetus gallicus,チュウヒワシ
Circaetus pectoralis,ムナグロチュウヒワシ
Circaetus spectabilis,ヘビワシ
Circus aeruginosus,ヨーロッパチュウヒ
Circus approximans,ミナミチュウヒ
Circus assimilis,ウスユキチュウヒ
Circus buffoni,ハネナガチュウヒ
Circus cinereus,アンデスチュウヒ
Circus cyaneus,ハイイロチュウヒ
Circus hudsonius,アメリカハイイロチュウヒ
Circus macrosceles,マダガスカルチュウヒ
Circus macrourus,ウスハイイロチュウヒ
Circus maillardi,レユニオンチュウヒ
Circus maurus,クロチュウヒ
Circus melanoleucos,マダラチュウヒ
Circus pygargus,ヒメハイイロチュウヒ
Circus ranivorus,アフリカチュウヒ
Circus spilonotus,チュウヒ
Circus spilothorax,パプアチュウヒ
Ciridops anna,ウラアイハワネ
Cissa chinensis,ヘキサン
Cissa hypoleuca,シナヘキサン
Cissa jefferyi,ボルネオタンビヘキサン
Cissa thalassina,タンビヘキサン
Cissomela pectoralis,クロオビミツスイ
Cissopis leverianus,カササギフウキンチョウ
Cisticola aberdare,ケニアセッカ
Cisticola aberrans,ミナミイワセッカ
Cisticola angusticauda,オナガセッカ
Cisticola anonymus,サエズリセッカ
Cisticola aridulus,サバクセッカ
Cisticola ayresii,タンビセッカ
Cisticola bodessa,エチオピアセッカ
Cisticola brachypterus,クチブエセッカ
Cisticola brunnescens,チビオセッカ
Cisticola bulliens,アンゴラセッカ
Cisticola cantans,ウタイセッカ
Cisticola carruthersi,クロボウシセッカ
Cisticola cherina,マダガスカルセッカ
Cisticola chiniana,アフリカセッカ
Cisticola chubbi,クロガオセッカ
Cisticola cinereolus,サメイロセッカ
Cisticola cinnamomeus,ニッケイセッカ
Cisticola dambo,オグロセッカ
Cisticola distinctus,ヒガシシロハラセッカ
Cisticola erythrops,アカガオセッカ
Cisticola exilis,タイワンセッカ
Cisticola eximius,セグロセッカ
Cisticola fulvicapilla,フエセッカ
Cisticola galactotes,ササフセッカ
Cisticola guinea,ニシズアカセッカ
Cisticola haesitatus,ソコトラセッカ
Cisticola hunteri,タカネセッカ
Cisticola juncidis,セッカ
Cisticola lais,シロハラセッカ
Cisticola lateralis,ススイロセッカ
Cisticola melanurus,オグロイロムシクイ
Cisticola nana,ヒメセッカ
Cisticola natalensis,エリフセッカ
Cisticola nigriloris,ハナグロセッカ
Cisticola njombe,ノドジロセッカ
Cisticola pipiens,チャボウシセッカ
Cisticola restrictus,タナセッカ
Cisticola robustus,エリアカセッカ
Cisticola ruficeps,ズアカセッカ
Cisticola rufilatus,マミジロセッカ
Cisticola rufus,アカセッカ
Cisticola subruficapilla,ハイイロセッカ
Cisticola textrix,ムナフセッカ
Cisticola tinniens,アカボウシセッカ
Cisticola troglodytes,キツネセッカ
Cisticola woosnami,ススチャセッカ
Cistothorus apolinari,オオヌマミソサザイ
Cistothorus meridae,ミヤマヌマミソサザイ
Cistothorus palustris,ハシナガヌマミソサザイ
Cistothorus platensis,コバシヌマミソサザイ
Cittura cyanotis,アオミミショウビン
Cladorhynchus leucocephalus,ムネアカセイタカシギ
Clamator coromandus,カンムリカッコウ
Clamator glandarius,マダラカンムリカッコウ
Clamator jacobinus,クロシロカンムリカッコウ
Clamator levaillantii,ムナフカンムリカッコウ
Clanga clanga,カラフトワシ
Clanga hastata,インドワシ
Clanga pomarina,アシナガワシ
Clangula hyemalis,コオリガモ
Claravis pretiosa,ソライロアルキバト
Cleptornis marchei,オウゴンミツスイ
Clibanornis dendrocolaptoides,タンビアレチカマドドリ
Clibanornis erythrocephalus,アカズキンカマドドリ
Clibanornis rectirostris,チャボウシカマドドリ
Clibanornis rubiginosus,サビイロカマドドリ
Clibanornis rufipectus,サンタマルタカマドドリ
Climacteris affinis,マミジロキノボリ
Climacteris erythrops,ベニマユキノボリ
Climacteris melanurus,オグロキノボリ
Climacteris picumnus,チャイロキノボリ
Climacteris rufus,チャバラキノボリ
Clytoctantes alixii,ソリハシヤブアリドリ
Clytoctantes atrogularis,ノドグロヤブアリドリ
Clytomyias insignis,ヒロハシムシクイ
Clytorhynchus hamlini,レンネルオオハシヒタキ
Clytorhynchus nigrogularis,カオグロオオハシヒタキ
Clytorhynchus pachycephaloides,カレドニアオオハシヒタキ
Clytorhynchus sanctaecrucis,サンタクルーズオオハシヒタキ
Clytorhynchus vitiensis,フィジーオオハシヒタキ
Clytospiza monteiri,チャバラアラレチョウ
Cnemarchus erythropygius,コシアカヤブタイランチョウ
Cnemarchus rufipennis,シロハラヤブタイランチョウ
Cnemathraupis aureodorsalis,ペルーキバラフウキンチョウ
Cnemathraupis eximia,ムナグロキバラフウキンチョウ
Cnemophilus loriae,ルリフウチョウモドキ
Cnemophilus macgregorii,カンムリフウチョウモドキ
Cnemoscopus rubrirostris,ハイズキンフウキンチョウ
Cnemotriccus fuscatus,チャイロハエトリ
Cnipodectes subbrunneus,チャイロタイランチョウ
Cnipodectes superrufus,クリイロタイランチョウ
Coccopygia bocagei,アンゴラカエデチョウ
Coccopygia melanotis,キバラカエデチョウ
Coccopygia quartinia,ヒガシキバラカエデチョウ
Coccothraustes coccothraustes,シメ
Coccycua cinerea,ハイイロアメリカカッコウ
Coccycua minuta,ヒメリスカッコウ
Coccycua pumila,ヒメアメリカカッコウ
Coccyzus americanus,キバシカッコウ
Coccyzus erythropthalmus,ハシグロカッコウ
Coccyzus euleri,ギンムネカッコウ
Coccyzus ferrugineus,ココスカッコウ
Coccyzus lansbergi,ハイズキンカッコウ
Coccyzus longirostris,ヒスパニョラトゲカッコウ
Coccyzus melacoryphus,コミミグロカッコウ
Coccyzus merlini,オオトゲカッコウ
Coccyzus minor,マングローブカッコウ
Coccyzus pluvialis,ハイムネリスカッコウ
Coccyzus rufigularis,クリムネリスカッコウ
Coccyzus vetula,ジャマイカトゲカッコウ
Coccyzus vieilloti,プエルトリコトゲカッコウ
Cochlearius cochlearius,ヒロハシサギ
Cochoa azurea,ジャワミヤマツグミ
Cochoa beccarii,スマトラミヤマツグミ
Cochoa purpurea,ムラサキミヤマツグミ
Cochoa viridis,ミドリミヤマツグミ
Coeligena bonapartei,キンバラインカハチドリ
Coeligena coeligena,ブロンズインカハチドリ
Coeligena helianthea,ゴシキインカハチドリ
Coeligena iris,ニジインカハチドリ
Coeligena lutetiae,モンツキインカハチドリ
Coeligena orina,ミドリインカハチドリ
Coeligena phalerata,オジロインカハチドリ
Coeligena prunellei,クロインカハチドリ
Coeligena torquata,シロエリインカハチドリ
Coeligena violifer,ルリノドインカハチドリ
Coeligena wilsoni,チャイロインカハチドリ
Coenocorypha aucklandica,ムカシジシギ
Coenocorypha barrierensis,ホクトウムジシギ
Coenocorypha huegeli,スネアーズムジシギ
Coenocorypha iredalei,ナントウムジシギ
Coenocorypha pusilla,チャタムジシギ
Coereba flaveola,マミジロミツドリ
Colaptes aeruginosus,アオバネモリゲラ
Colaptes atricollis,ノドグロシマオゲラ
Colaptes auratus,ハシボソキツツキ
Colaptes auricularis,ハイガシラモリゲラ
Colaptes campestris,アリツカゲラ
Colaptes chrysoides,ミナミハシボソキツツキ
Colaptes fernandinae,キューバハシボソキツツキ
Colaptes melanochloros,アオシマオゲラ
Colaptes oceanicus,バミューダハシボソキツツキ
Colaptes pitius,チリアレチゲラ
Colaptes punctigula,ヒメシマオゲラ
Colaptes rivolii,アカバネモリゲラ
Colaptes rubiginosus,キンバネモリゲラ
Colaptes rupicola,アンデスアレチゲラ
Colibri coruscans,アオミミハチドリ
Colibri cyanotus,ヒメミドリハチドリ
Colibri delphinae,チャイロハチドリ
Colibri serrirostris,シロハラハチドリ
Colibri thalassinus,ミドリハチドリ
Colinus cristatus,カンムリコリン
Colinus leucopogon,ノドジロコリン
Colinus nigrogularis,ノドグロコリン
Colinus virginianus,コリンウズラ
Colius castanotus,コシアカネズミドリ
Colius colius,セジロネズミドリ
Colius leucocephalus,シロガシラネズミドリ
Colius striatus,チャイロネズミドリ
Collocalia affinis,ハネアシユビアナツバメ
Collocalia dodgei,ボルネオアナツバメ
Collocalia esculenta,シロハラアナツバメ
Collocalia isonota,ミネアナツバメ
Collocalia linchi,ドウクツアナツバメ
Collocalia marginata,ハイゴシアナツバメ
Collocalia natalis,クリスマスアナツバメ
Collocalia neglecta,スナイロアナツバメ
Collocalia sumbawae,トゥンガラアナツバメ
Collocalia troglodytes,コビトアナツバメ
Collocalia uropygialis,サテンアナツバメ
Colluricincla boweri,ムナフモズツグミ
Colluricincla harmonica,ハイイロモズツグミ
Colluricincla megarhyncha,チャイロモズツグミ
Colluricincla tenebrosa,ススイロモズツグミ
Colluricincla woodwardi,チャバラモズツグミ
Coloeus dauuricus,コクマルガラス
Coloeus monedula,ニシコクマルガラス
Colonia colonus,シラガフタオタイランチョウ
Colorhamphus parvirostris,パタゴニアヒタキタイランチョウ
Columba albinucha,シロエリバト
Columba albitorques,シロエリカワラバト
Columba argentina,ギンモリバト
Columba arquatrix,オリーブバト
Columba bollii,カナリーバト
Columba delegorguei,ブロンズエリジロバト
Columba elphinstonii,カノコモリバト
Columba eversmanni,ヒガシヒメモリバト
Columba guinea,ウロコカワラバト
Columba hodgsonii,ゴマフバト
Columba iriditorques,ニジェリバト
Columba janthina,カラスバト
Columba jouyi,リュウキュウカラスバト
Columba junoniae,ゲッケイジュバト
Columba leucomela,シロガシラカラスバト
Columba leuconota,ユキバト
Columba livia,カワラバト（ドバト）
Columba malherbii,サントメニジェリバト
Columba oenas,ヒメモリバト
Columba oliviae,ソマリアヒメバト
Columba pallidiceps,キアシカラスバト
Columba palumboides,アンダマンモリバト
Columba palumbus,モリバト
Columba pollenii,コモロオリーブバト
Columba pulchricollis,タイワンジュズカケバト
Columba punicea,ムラサキモリバト
Columba rupestris,コウライバト
Columba sjostedti,カメルーンオリーブバト
Columba thomensis,サントメオリーブバト
Columba torringtoniae,セイロンカノコモリバト
Columba trocaz,マデイラバト
Columba unicincta,ハラジロバト
Columba versicolor,オガサワラカラスバト
Columba vitiensis,アカメカラスバト
Columbina buckleyi,オオスズメバト
Columbina cruziana,キバシヒメバト
Columbina cyanopis,アオメヒメバト
Columbina inca,インカバト
Columbina minuta,フナシスズメバト
Columbina passerina,スズメバト
Columbina picui,イチモンジバト
Columbina squammata,サザナミインカバト
Columbina talpacoti,ケアシスズメバト
Compsothraupis loricata,ヒノドフウキンチョウ
Conioptilon mcilhennyi,カオグロカザリドリ
Conirostrum albifrons,ボウシマルハシミツドリ
Conirostrum bicolor,セアオマルハシミツドリ
Conirostrum binghami,オオミツドリ
Conirostrum cinereum,マルハシミツドリ
Conirostrum ferrugineiventre,マミジロマルハシミツドリ
Conirostrum leucogenys,ミミジロマルハシミツドリ
Conirostrum margaritae,ハイイロマルハシミツドリ
Conirostrum rufum,アカマユマルハシミツドリ
Conirostrum sitticolor,アカハラマルハシミツドリ
Conirostrum speciosum,シリアカマルハシミツドリ
Conirostrum tamarugense,タマルゴマルハシミツドリ
Conopias albovittatus,シロハチマキヒタキモドキ
Conopias cinchoneti,キハチマキヒタキモドキ
Conopias parvus,キノドハチマキヒタキモドキ
Conopias trivirgatus,ハチマキヒタキモドキ
Conopophaga ardesiaca,ネズミアリサザイ
Conopophaga aurita,ムナオビアリサザイ
Conopophaga castaneiceps,クリボウシアリサザイ
Conopophaga cearae,セアラーアリサザイ
Conopophaga lineata,アカアリサザイ
Conopophaga melanogaster,クロハラアリサザイ
Conopophaga melanops,ホオグロアリサザイ
Conopophaga peruviana,ハイノドアリサザイ
Conopophaga roberti,クロズキンアリサザイ
Conopophila albogularis,ノドジロムジミツスイ
Conopophila rufogularis,ノドアカムジミツスイ
Conopophila whitei,ハイイロムジミツスイ
Conothraupis mesoleuca,コマルハシフウキンチョウ
Conothraupis speculigera,マルハシフウキンチョウ
Contopus albogularis,ノドジロモリタイランチョウ
Contopus caribaeus,ダイアンチルヒタキモドキ
Contopus cinereus,ネッタイモリタイランチョウ
Contopus cooperi,ナキヒタキモドキ
Contopus fumigatus,ミヤマヒタキモドキ
Contopus hispaniolensis,ヒスパニョラモリタイランチョウ
Contopus latirostris,ショウアンチルヒタキモドキ
Contopus lugubris,ハイイロヒタキモドキ
Contopus nigrescens,クロモリタイランチョウ
Contopus ochraceus,ミヤマモリタイランチョウ
Contopus pallidus,ジャマイカモリタイランチョウ
Contopus pertinax,メキシコヒタキモドキ
Contopus sordidulus,ニシモリタイランチョウ
Contopus virens,モリタイランチョウ
Conuropsis carolinensis,カロライナインコ
Copsychus albiventris,アンダマンシキチョウ
Copsychus albospecularis,マダガスカルシキチョウ
Copsychus cebuensis,セブクロシキチョウ
Copsychus fulicatus,インドヒタキ
Copsychus luzoniensis,マミジロシキチョウ
Copsychus malabaricus,アカハラシキチョウ
Copsychus mindanensis,フィリピンシキチョウ
Copsychus niger,クロシキチョウ
Copsychus pyrropygus,コシアカシキチョウ
Copsychus saularis,シキチョウ
Copsychus sechellarum,セーシェルシキチョウ
Copsychus stricklandii,シラガシキチョウ
Copsychus superciliaris,ビサヤシキチョウ
Coracias abyssinicus,オナガニシブッポウソウ
